route,title,title_len,desc_len,h1_count,h1,h2_count,words,faq_count,schema_types,has_article_dates,has_author,has_sources,first_para_len,definition_lede,internal_links_out,inbound_links,images_missing_alt,canonical_ok,seo_score,aeo_score,geo_score,flags
/guides/how-to-monitor-live-camera-feeds,How to Monitor Live Camera Feeds | Camzify,42,143,1,How to monitor live camera feeds,7,623,4,Article BreadcrumbList FAQPage HowTo LocalBusiness Organization Person SoftwareApplication WebPage WebSite,True,True,False,43,True,106,3,0,True,100,100,100,
/guides/how-to-reduce-false-alarms,How to Reduce False Alarms | Security Camera Guide | Camzify,60,131,1,How to reduce false alarms from security cameras,9,548,4,Article BreadcrumbList FAQPage LocalBusiness Organization Person SoftwareApplication WebPage WebSite,True,True,False,43,True,107,11,0,True,88,100,100,thin:548w
/guides/how-to-run-a-virtual-patrol-round,How to Run a Virtual Patrol Round | Camzify,43,156,1,How to run a virtual patrol round,10,942,5,Article BreadcrumbList FAQPage HowTo LocalBusiness Organization Person SoftwareApplication WebPage WebSite,True,True,False,52,True,104,11,0,True,100,100,100,
/guides/how-to-sell-virtual-patrolling-to-clients,How to Sell Virtual Patrolling to Your Clients | Camzify,56,152,1,How to sell virtual patrolling to your clients,11,1208,6,Article BreadcrumbList FAQPage LocalBusiness Organization Person SoftwareApplication WebPage WebSite,True,True,False,70,False,108,7,0,True,100,80,100,lede-not-definition
/guides/how-to-set-up-sites-and-cameras,How to Add Sites and Cameras | Setup Guide | Camzify,52,140,1,How to add sites and cameras,8,734,4,Article BreadcrumbList FAQPage HowTo LocalBusiness Organization Person SoftwareApplication WebPage WebSite,True,True,False,40,False,108,4,0,True,100,80,100,lede-not-definition
/guides/hybrid-cloud-video-surveillance,Hybrid Cloud Video Surveillance | Keep the NVR | Camzify,56,149,1,"Hybrid cloud video surveillance: keep the recorder, add the cloud",10,2162,6,Article BreadcrumbList FAQPage LocalBusiness Organization Person SoftwareApplication WebPage WebSite,True,True,False,62,True,110,6,0,True,100,100,100,
/guides/onvif-and-rtsp-explained,What Is RTSP? ONVIF Protocol Explained | Camzify,48,122,1,ONVIF and RTSP explained,9,564,4,Article BreadcrumbList FAQPage LocalBusiness Organization Person SoftwareApplication WebPage WebSite,True,True,False,49,True,113,16,0,True,88,100,100,thin:564w
/guides/remote-guarding-cost,Remote Guarding & Video Monitoring Cost | Guide | Camzify,57,125,1,Remote guarding cost,8,595,5,Article BreadcrumbList FAQPage LocalBusiness Organization Person SoftwareApplication WebPage WebSite,True,True,False,57,True,107,4,0,True,88,100,100,thin:595w
/guides/security-audit-checklist,Security Audit Checklist | Site Assessment | Camzify,52,134,1,Security audit checklist,12,2056,7,Article BreadcrumbList FAQPage LocalBusiness Organization Person SoftwareApplication WebPage WebSite,True,True,False,67,True,109,7,0,True,100,100,100,
/guides/security-guard-cost-per-hour,Security Guard Cost Per Hour | Rates & True Cost | Camzify,58,133,1,Security guard cost per hour,8,797,4,Article BreadcrumbList FAQPage LocalBusiness Organization Person SoftwareApplication WebPage WebSite,True,True,False,62,True,107,10,0,True,100,100,100,
/guides/using-existing-cameras-with-a-cloud-vms,Existing Cameras on a Cloud VMS | Guide | Camzify,49,142,1,Using your existing cameras with a cloud VMS,10,2061,6,Article BreadcrumbList FAQPage LocalBusiness Organization Person SoftwareApplication WebPage WebSite,True,True,False,102,False,110,11,0,True,100,60,100,lede-not-definition
/guides/video-retention-requirements,Video Retention Requirements | Storage Guide | Camzify,54,136,1,Video retention requirements,8,756,4,Article BreadcrumbList FAQPage LocalBusiness Organization Person SoftwareApplication WebPage WebSite,True,True,False,40,True,107,12,0,True,100,100,100,
/guides/virtual-patrolling-cost,Virtual Patrolling Cost | Pricing Guide | Camzify,49,129,1,Virtual patrolling cost,8,581,4,Article BreadcrumbList FAQPage LocalBusiness Organization Person SoftwareApplication WebPage WebSite,True,True,False,47,True,108,5,0,True,88,100,100,thin:581w
/guides/what-goes-in-a-remote-patrol-proposal,What Goes in a Remote Patrol Proposal | Camzify,47,153,1,What goes in a remote patrol proposal,12,1044,6,Article BreadcrumbList FAQPage LocalBusiness Organization Person SoftwareApplication WebPage WebSite,True,True,False,75,True,106,5,0,True,100,100,100,
/guides/what-is-a-cloud-nvr,Cloud NVR Explained | An NVR Alternative | Camzify,50,133,1,Cloud NVR explained: recording without a recorder,10,1864,6,Article BreadcrumbList FAQPage LocalBusiness Organization Person SoftwareApplication WebPage WebSite,True,True,False,56,True,112,10,0,True,100,100,100,
/guides/what-is-a-cloud-vms,What Is a Cloud VMS? | Video Management | Camzify,49,145,1,What is a cloud VMS?,9,1875,6,Article BreadcrumbList FAQPage LocalBusiness Organization Person SoftwareApplication WebPage WebSite,True,True,False,65,True,114,13,0,True,100,100,100,
/guides/what-is-a-video-management-system,What Is a VMS? | Video Management System Guide | Camzify,56,146,1,What is a video management system (VMS)?,10,2141,6,Article BreadcrumbList FAQPage LocalBusiness Organization Person SoftwareApplication WebPage WebSite,True,True,False,67,False,113,5,0,True,100,80,100,lede-not-definition
/guides/what-is-intelligent-video-analytics,What Is Intelligent Video Analytics? | Guide | Camzify,54,147,1,What is intelligent video analytics?,11,1569,6,Article BreadcrumbList FAQPage LocalBusiness Organization Person SoftwareApplication WebPage WebSite,True,True,False,80,True,111,4,0,True,100,100,100,
/guides/what-is-virtual-patrolling,What Is Virtual Patrolling? | Guide | Camzify,45,148,1,What is virtual patrolling?,8,656,4,Article BreadcrumbList FAQPage LocalBusiness Organization Person SoftwareApplication WebPage WebSite,True,True,False,63,True,107,12,0,True,100,100,100,
/guides/what-is-vsaas,What Is VSaaS? | Video Surveillance as a Service | Camzify,58,150,1,"What is VSaaS? Video surveillance as a service, explained",11,1958,6,Article BreadcrumbList FAQPage LocalBusiness Organization Person SoftwareApplication WebPage WebSite,True,True,False,61,False,110,4,0,True,100,80,100,lede-not-definition
/industries,Industries | AI Video Surveillance by Sector | Camzify,54,141,1,Industries,19,263,4,BreadcrumbList FAQPage LocalBusiness Organization Service SoftwareApplication WebPage WebSite,False,False,False,35,True,103,214,0,True,88,100,80,thin:263w
/industries/automotive,Auto Repair Shop & Dealership Security Cameras | Camzify,56,138,1,"Security cameras for auto repair shops and dealerships, patrolled by AI",11,1551,6,BreadcrumbList FAQPage LocalBusiness Organization Service SoftwareApplication WebPage WebSite,False,False,False,60,False,108,214,0,True,100,80,100,lede-not-definition
/industries/construction-sites,"Construction Site Security Cameras, Watched by AI | Camzify",59,147,1,"Construction site security cameras, watched by AI",11,1218,6,BreadcrumbList FAQPage LocalBusiness Organization Service SoftwareApplication WebPage WebSite,False,False,False,42,True,105,214,0,True,100,100,100,
/industries/education-facilities,School & Campus Security Cameras | AI Patrols | Camzify,55,153,1,AI security for education facilities,11,1204,7,BreadcrumbList FAQPage LocalBusiness Organization Service SoftwareApplication WebPage WebSite,False,False,False,40,False,104,214,0,True,100,80,100,lede-not-definition
/industries/energy,"Solar Farm, Substation & Utility Security | AI | Camzify",56,139,1,AI security for energy,11,1245,7,BreadcrumbList FAQPage LocalBusiness Organization Service SoftwareApplication WebPage WebSite,False,False,False,41,False,104,214,0,True,100,80,100,lede-not-definition
/industries/financial-services,Bank & Branch Security Cameras | AI Patrols | Camzify,53,151,1,AI security for financial services,11,1131,6,BreadcrumbList FAQPage LocalBusiness Organization Service SoftwareApplication WebPage WebSite,False,False,False,44,True,106,214,0,True,100,100,100,
/industries/healthcare,Hospital & Healthcare Security Cameras | AI | Camzify,53,143,1,AI security for healthcare,11,1240,7,BreadcrumbList FAQPage LocalBusiness Organization Service SoftwareApplication WebPage WebSite,False,False,False,40,False,106,214,0,True,100,80,100,lede-not-definition
/industries/manufacturing,Manufacturing Plant Security Cameras | AI | Camzify,51,146,1,AI security for manufacturing,11,1159,6,BreadcrumbList FAQPage LocalBusiness Organization Service SoftwareApplication WebPage WebSite,False,False,False,40,True,106,214,0,True,100,100,100,
/industries/multiple-sites,Multi-Site Security Cameras | One Console | Camzify,51,147,1,AI security for multiple sites,11,1219,7,BreadcrumbList FAQPage LocalBusiness Organization Service SoftwareApplication WebPage WebSite,False,False,False,40,True,106,214,0,True,100,100,100,
/industries/property-management,Property Management Security Cameras | AI | Camzify,51,152,1,AI security for property management,11,1156,6,BreadcrumbList FAQPage LocalBusiness Organization Service SoftwareApplication WebPage WebSite,False,False,False,41,True,105,214,0,True,100,100,100,
/industries/remote-sites,Remote Site Security Cameras | AI Patrols | Camzify,51,145,1,AI security for remote sites,11,1183,6,BreadcrumbList FAQPage LocalBusiness Organization Service SoftwareApplication WebPage WebSite,False,False,False,40,True,104,214,0,True,100,100,100,
/industries/residential,Multifamily & Residential Security Cameras | AI | Camzify,57,144,1,AI security for residential,11,1191,7,BreadcrumbList FAQPage LocalBusiness Organization Service SoftwareApplication WebPage WebSite,False,False,False,42,True,105,214,0,True,100,100,100,
/industries/restaurants,Restaurant & QSR Security Cameras | AI Patrols | Camzify,56,144,1,AI security for restaurants,11,1187,7,BreadcrumbList FAQPage LocalBusiness Organization Service SoftwareApplication WebPage WebSite,False,False,False,44,True,104,214,0,True,100,100,100,
/industries/retail,Retail Store Security Cameras | AI Patrols | Camzify,52,139,1,AI security for retail,11,1199,6,BreadcrumbList FAQPage LocalBusiness Organization Service SoftwareApplication WebPage WebSite,False,False,False,40,True,107,214,0,True,100,100,100,
/industries/self-storage,Self-Storage Security Cameras | AI Patrols | Camzify,52,145,1,AI security for self-storage,11,1151,6,BreadcrumbList FAQPage LocalBusiness Organization Service SoftwareApplication WebPage WebSite,False,False,False,40,True,104,214,0,True,100,100,100,
/industries/warehouses,Warehouse & Logistics Security Cameras | AI | Camzify,53,146,1,"Warehouse security cameras, patrolled by AI",11,1177,7,BreadcrumbList FAQPage LocalBusiness Organization Service SoftwareApplication WebPage WebSite,False,False,False,41,True,104,214,0,True,100,100,100,
/industries/waste-management,"Waste, Scrap Yard & Recycling Security | AI | Camzify",53,149,1,AI security for waste management,11,1217,7,BreadcrumbList FAQPage LocalBusiness Organization Service SoftwareApplication WebPage WebSite,False,False,False,41,False,105,214,0,True,100,80,100,lede-not-definition
/partners,Partners | Reseller & Integration Partners | Camzify,52,117,1,Partners,8,342,4,BreadcrumbList FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,False,17,False,103,214,0,True,88,60,100,thin:342w lede-not-definition
/partners/become-a-reseller,Become a Reseller | Sell Virtual Patrolling | Camzify,53,152,1,Become a Camzify reseller,7,1120,7,BreadcrumbList FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,False,61,True,104,214,0,True,100,100,100,
/partners/for-managed-service-providers,For Managed Service Providers | Multi-Tenant VMS | Camzify,58,153,1,Camzify for managed service providers,7,1059,6,BreadcrumbList FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,False,66,False,107,214,0,True,100,80,100,lede-not-definition
/partners/for-monitoring-centers,Remote Video Monitoring Software for CMS and ARC | Camzify,58,150,1,Remote video monitoring software for monitoring companies,8,1581,7,BreadcrumbList FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,False,71,False,105,214,0,True,100,80,100,lede-not-definition
/partners/for-security-agencies,Remote Guarding Software for Security Companies | Camzify,57,146,1,Remote guarding software for security agencies,8,1380,6,BreadcrumbList FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,False,54,False,108,214,0,True,100,80,100,lede-not-definition
/partners/for-security-integrators,For CCTV & Alarm Installers | Monthly Service | Camzify,55,151,1,Camzify for CCTV and alarm installers,7,1109,6,BreadcrumbList FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,False,78,True,110,214,0,True,100,100,100,
/platform,Cloud VMS Platform | Video Management Software | Camzify,56,148,1,A cloud VMS with one console for the whole video operation,9,1055,6,BreadcrumbList FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,False,53,True,109,214,0,True,100,100,100,
/platform/ai-architecture,AI Video Analytics Architecture | Six Layers | Camzify,54,154,1,AI video analytics architecture,6,772,5,BreadcrumbList FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,False,47,False,103,214,0,True,100,80,100,lede-not-definition
/platform/analytics-and-reporting,Video Surveillance Analytics & Reporting | Camzify,50,124,1,Video surveillance analytics & reporting,6,731,5,BreadcrumbList FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,False,82,False,104,214,0,True,100,80,100,lede-not-definition
/platform/dashboard,Video Surveillance Dashboard | Camzify,38,155,1,Video surveillance dashboard,6,662,5,BreadcrumbList FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,False,59,True,103,214,0,True,100,100,100,
/platform/license-and-instance-management,License & Instance Management | Camzify,39,133,1,License & instance management,6,828,5,BreadcrumbList FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,False,77,False,104,9,0,True,100,80,100,lede-not-definition
/platform/live-streaming,Live Camera Streaming | Multi-Camera Live View | Camzify,56,151,1,Live camera streaming,6,811,7,BreadcrumbList FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,False,53,False,105,214,0,True,100,80,100,lede-not-definition
/platform/mobile-access,Mobile Access | Security on the Go | Camzify,44,144,1,Mobile access,6,655,5,BreadcrumbList FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,False,62,False,103,3,0,True,100,80,100,lede-not-definition
/platform/multi-site-management,Multi-Site Video Surveillance Management | Camzify,50,127,1,Multi-site video surveillance,6,752,5,BreadcrumbList FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,False,71,True,103,214,0,True,100,100,100,
/platform/notifications-and-alerts,Security Alert Management | Notifications | Camzify,51,139,1,Security alert management,6,702,5,BreadcrumbList FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,False,49,True,104,214,0,True,100,100,100,
/platform/permission-groups,Permission Groups | Role-Based Access | Camzify,47,141,1,Permission groups,6,973,7,BreadcrumbList FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,False,64,True,104,13,0,True,100,100,100,
/platform/user-management,Security System User Management | Camzify,41,135,1,Security system user management,6,951,10,BreadcrumbList FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,False,41,True,106,214,0,True,100,100,100,
/platform/video-backup-and-retention,"Cloud Video Recording, Backup & Retention | Camzify",51,141,1,Cloud video backup & retention management,7,1175,9,BreadcrumbList FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,False,68,False,108,214,0,True,100,80,100,lede-not-definition
/pricing,"Pricing | From $5 a Camera, Quoted for You | Camzify",52,141,1,"Pay per instance, per month, for what you switch on",7,1690,9,BreadcrumbList FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,False,65,True,105,214,0,True,100,100,100,
/privacy-policy,Privacy Policy | Camzify,24,132,1,Privacy policy,13,1218,4,BreadcrumbList FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,False,58,False,103,214,0,True,100,80,100,lede-not-definition
/roadmap,Product Roadmap | Upcoming Features | Camzify,45,140,1,Product roadmap,4,313,5,BreadcrumbList FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,False,39,True,104,214,0,True,88,100,100,thin:313w
/roi-calculator,ROI Calculator | Guard Cost and Agency Revenue | Camzify,56,152,1,ROI calculator,7,603,4,BreadcrumbList FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,False,40,False,106,214,0,True,100,80,100,lede-not-definition
/security-and-compliance,Security & Compliance | Data Protection | Camzify,49,148,1,Security & compliance,6,429,4,BreadcrumbList FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,False,32,True,105,214,0,True,88,100,100,thin:429w
/sitemap-page,Sitemap | Every Page on Camzify | Camzify,41,138,1,Sitemap,6,151,0,BreadcrumbList LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,False,14,False,107,214,0,True,100,100,100,
/supported-cameras,Supported Cameras | ONVIF and RTSP Brands | Camzify,51,135,1,Cameras we support,7,906,5,BreadcrumbList FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,False,67,False,108,214,0,True,100,80,100,lede-not-definition
/terms-of-service,Terms of Service | Camzify,26,144,1,Terms of service,10,702,4,BreadcrumbList FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,False,31,False,103,214,0,True,100,80,100,lede-not-definition
/trust,Trust | Security & Transparency | Camzify,41,123,1,Trust,7,553,4,BreadcrumbList FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,False,32,True,103,214,0,True,88,100,100,thin:553w
/use-cases,Security Use Cases | What a Patrol Round Checks | Camzify,57,146,1,"Twenty-one situations, one set of rounds",10,1427,5,BreadcrumbList FAQPage LocalBusiness Organization Service SoftwareApplication WebPage WebSite,False,False,False,69,True,126,214,0,True,100,100,100,
/use-cases/after-hours-monitoring,After-Hours & 24/7 Video Monitoring | Camzify,45,149,1,After-hours security monitoring,8,1380,7,BreadcrumbList FAQPage LocalBusiness Organization Service SoftwareApplication WebPage WebSite,False,False,False,73,True,103,214,0,True,100,100,100,
/use-cases/alarm-verification,Video Alarm Verification & Monitoring With Cameras | Camzify,60,154,1,Alarm verification with cameras,8,1296,7,BreadcrumbList FAQPage LocalBusiness Organization Service SoftwareApplication WebPage WebSite,False,False,False,76,True,103,214,0,True,100,100,100,
/use-cases/camera-health-monitoring,Camera Health Monitoring | Blind Cameras | Camzify,50,157,1,Camera health monitoring,8,1250,6,BreadcrumbList FAQPage LocalBusiness Organization Service SoftwareApplication WebPage WebSite,False,False,False,74,True,103,7,0,True,100,100,100,
/use-cases/car-theft-and-vandalism-in-parking-facilities,Car Theft and Vandalism in Parking Facilities | Camzify,55,137,1,Car theft and vandalism in parking facilities,9,1897,6,BreadcrumbList FAQPage LocalBusiness Organization Service SoftwareApplication WebPage WebSite,False,False,False,89,True,105,5,0,True,100,100,100,
/use-cases/cloud-video-backup-against-dvr-theft,Cloud Video Backup Against DVR and NVR Theft | Camzify,54,148,1,Cloud video backup against DVR theft,9,1856,6,BreadcrumbList FAQPage LocalBusiness Organization Service SoftwareApplication WebPage WebSite,False,False,False,87,True,106,6,0,True,100,100,100,
/use-cases/fall-detection-for-hospitals-and-care-homes,Fall Detection for Hospitals and Care Homes | Camzify,53,147,1,Fall detection for hospitals and care homes,9,1753,6,BreadcrumbList FAQPage LocalBusiness Organization Service SoftwareApplication WebPage WebSite,False,False,False,77,True,104,214,0,True,100,100,100,
/use-cases/fire-and-smoke-detection-for-high-rise-buildings,Fire and Smoke Detection for High-Rise Buildings | Camzify,58,148,1,Fire and smoke detection for high-rise buildings,9,1812,6,BreadcrumbList FAQPage LocalBusiness Organization Service SoftwareApplication WebPage WebSite,False,False,False,87,True,103,3,0,True,100,100,100,
/use-cases/fire-and-smoke-monitoring,Fire and Smoke Monitoring on Security Cameras | Camzify,55,153,1,Fire and smoke monitoring,8,1379,6,BreadcrumbList FAQPage LocalBusiness Organization Service SoftwareApplication WebPage WebSite,False,False,False,78,True,104,214,0,True,100,100,100,
/use-cases/fire-exit-and-escape-route-monitoring,Fire Exit and Escape Route Monitoring | Camzify,47,145,1,Fire exit and escape route monitoring,9,1805,6,BreadcrumbList FAQPage LocalBusiness Organization Service SoftwareApplication WebPage WebSite,False,False,False,95,True,104,3,0,True,100,80,100,
/use-cases/fire-lane-and-emergency-access-enforcement,Fire Lane and Emergency Access Enforcement | Camzify,52,145,1,Fire lane and emergency access enforcement,9,1957,6,BreadcrumbList FAQPage LocalBusiness Organization Service SoftwareApplication WebPage WebSite,False,False,False,94,True,104,3,0,True,100,80,100,
/use-cases/guard-tour-verification,Guard Tour Verification | Proof of Rounds | Camzify,51,153,1,Guard tour verification,8,1215,6,BreadcrumbList FAQPage LocalBusiness Organization Service SoftwareApplication WebPage WebSite,False,False,False,70,True,104,214,0,True,100,100,100,
/use-cases/incident-investigation,Incident Investigation | Timestamped Evidence | Camzify,55,153,1,Incident investigation,8,1252,6,BreadcrumbList FAQPage LocalBusiness Organization Service SoftwareApplication WebPage WebSite,False,False,False,70,True,104,13,0,True,100,100,100,
/use-cases/loading-dock-monitoring,Loading Dock Security Monitoring | Camzify,42,155,1,Loading dock security monitoring,8,1275,6,BreadcrumbList FAQPage LocalBusiness Organization Service SoftwareApplication WebPage WebSite,False,False,False,79,True,104,214,0,True,100,100,100,
/use-cases/lock-up-and-closing-checks,Lock-Up and Closing Checks on Cameras | Camzify,47,154,1,Lock-up and closing checks,8,1251,6,BreadcrumbList FAQPage LocalBusiness Organization Service SoftwareApplication WebPage WebSite,False,False,False,74,True,103,214,0,True,100,100,100,
/use-cases/night-security,Night Security | Overnight Patrol Rounds | Camzify,50,155,1,Night security,8,1236,6,BreadcrumbList FAQPage LocalBusiness Organization Service SoftwareApplication WebPage WebSite,False,False,False,82,True,103,7,0,True,100,100,100,
/use-cases/occupancy-limits-for-venues-and-public-spaces,Occupancy Limits for Venues and Public Spaces | Camzify,55,148,1,Occupancy limits for venues and public spaces,9,1818,6,BreadcrumbList FAQPage LocalBusiness Organization Service SoftwareApplication WebPage WebSite,False,False,False,99,True,105,3,0,True,100,80,100,
/use-cases/occupancy-monitoring,Occupancy Monitoring From Existing Cameras | Camzify,52,147,1,Occupancy monitoring,8,1137,6,BreadcrumbList FAQPage LocalBusiness Organization Service SoftwareApplication WebPage WebSite,False,False,False,75,True,103,4,0,True,100,100,100,
/use-cases/one-live-wall-for-every-brand-and-location,One Live Wall for Every Camera Brand and Site | Camzify,55,149,1,One live wall for every brand and location,9,1872,6,BreadcrumbList FAQPage LocalBusiness Organization Service SoftwareApplication WebPage WebSite,False,False,False,94,True,107,5,0,True,100,80,100,
/use-cases/parking-lot-surveillance,Parking Lot Security Cameras | AI Surveillance | Camzify,56,157,1,AI surveillance for parking lot security cameras,8,1235,6,BreadcrumbList FAQPage LocalBusiness Organization Service SoftwareApplication WebPage WebSite,False,False,False,88,True,104,6,0,True,100,100,100,
/use-cases/perimeter-security,AI Perimeter Security | Intrusion Detection | Camzify,53,158,1,AI perimeter security,8,1442,6,BreadcrumbList FAQPage LocalBusiness Organization Service SoftwareApplication WebPage WebSite,False,False,False,90,True,104,214,0,True,100,100,100,
/use-cases/ppe-compliance-monitoring,PPE Compliance Monitoring | Cameras Not Clipboards | Camzify,60,146,1,PPE compliance monitoring,8,1229,6,BreadcrumbList FAQPage LocalBusiness Organization Service SoftwareApplication WebPage WebSite,False,False,False,80,True,104,3,0,True,100,100,100,
/use-cases/remote-site-monitoring,Remote Site Monitoring | Unmanned Sites | Camzify,49,155,1,Remote site monitoring,8,1294,6,BreadcrumbList FAQPage LocalBusiness Organization Service SoftwareApplication WebPage WebSite,False,False,False,67,True,104,214,0,True,100,100,100,
/use-cases/remote-video-monitoring,"Remote Video Monitoring | Rounds, Not Just Alarms | Camzify",59,143,1,Remote video monitoring,8,1352,6,BreadcrumbList FAQPage LocalBusiness Organization Service SoftwareApplication WebPage WebSite,False,False,False,73,True,103,214,0,True,100,100,100,
/use-cases/tailgating-detection-for-data-centers-and-secure-entrances,Tailgating Detection for Data Centers and Lobbies | Camzify,59,149,1,Tailgating detection for data centers and secure entrances,9,2005,6,BreadcrumbList FAQPage LocalBusiness Organization Service SoftwareApplication WebPage WebSite,False,False,False,87,True,105,4,0,True,100,100,100,
/use-cases/theft-prevention,AI Theft & Loss Prevention | Zone Monitoring | Camzify,54,157,1,AI theft prevention,8,1379,7,BreadcrumbList FAQPage LocalBusiness Organization Service SoftwareApplication WebPage WebSite,False,False,False,73,True,104,214,0,True,100,100,100,
/use-cases/tracking-one-person-across-cameras,Track One Person Across Cameras | Suspect Search | Camzify,58,150,1,Tracking one person across cameras,9,1823,6,BreadcrumbList FAQPage LocalBusiness Organization Service SoftwareApplication WebPage WebSite,False,False,False,78,True,105,3,0,True,100,100,100,
/use-cases/trespassing-detection,Trespassing Detection | AI Camera Alerts | Camzify,50,157,1,Trespassing detection,8,1301,6,BreadcrumbList FAQPage LocalBusiness Organization Service SoftwareApplication WebPage WebSite,False,False,False,71,True,103,9,0,True,100,100,100,
/use-cases/unauthorized-access-detection,Unauthorized Access Detection | Zone Rules | Camzify,52,154,1,Unauthorized access detection,8,1285,6,BreadcrumbList FAQPage LocalBusiness Organization Service SoftwareApplication WebPage WebSite,False,False,False,70,True,104,11,0,True,100,100,100,
/use-cases/vandalism-prevention,Vandalism Prevention | Early Presence Alerts | Camzify,54,154,1,Vandalism prevention,8,1238,6,BreadcrumbList FAQPage LocalBusiness Organization Service SoftwareApplication WebPage WebSite,False,False,False,70,True,103,6,0,True,100,100,100,
/use-cases/vehicle-monitoring,"Vehicle Monitoring | Yards, Gates and Bays | Camzify",52,150,1,Vehicle monitoring,8,1190,6,BreadcrumbList FAQPage LocalBusiness Organization Service SoftwareApplication WebPage WebSite,False,False,False,65,True,103,6,0,True,100,100,100,
/use-cases/violence-and-weapons-detection,Violence and Weapons Detection on Cameras | Camzify,51,148,1,Violence and weapons detection,8,1246,6,BreadcrumbList FAQPage LocalBusiness Organization Service SoftwareApplication WebPage WebSite,False,False,False,77,True,103,5,0,True,100,100,100,
/use-cases/violence-detection-in-emergency-departments,Violence Detection in Emergency Departments | Camzify,53,144,1,Violence detection in emergency departments,9,1794,6,BreadcrumbList FAQPage LocalBusiness Organization Service SoftwareApplication WebPage WebSite,False,False,False,78,True,105,3,0,True,100,100,100,
/use-cases/virtual-patrolling-for-compliance-evidence,Virtual Patrolling for Compliance Evidence | Camzify,52,147,1,Virtual patrolling for compliance evidence,9,1914,6,BreadcrumbList FAQPage LocalBusiness Organization Service SoftwareApplication WebPage WebSite,False,False,False,102,True,104,4,0,True,100,80,100,
/use-cases/weapons-detection-for-schools-and-public-buildings,Weapons Detection for Schools and Civic Buildings | Camzify,59,146,1,Weapons detection for schools and public buildings,9,1763,6,BreadcrumbList FAQPage LocalBusiness Organization Service SoftwareApplication WebPage WebSite,False,False,False,86,True,105,214,0,True,100,100,100,
/use-cases/workplace-safety-monitoring,Workplace Safety Monitoring With AI Cameras | Camzify,53,152,1,Workplace safety monitoring,8,1214,6,BreadcrumbList FAQPage LocalBusiness Organization Service SoftwareApplication WebPage WebSite,False,False,False,71,True,104,5,0,True,100,100,100,
/virtual-guard,Virtual Guard | AI Virtual Security Guard Software | Camzify,60,147,1,A virtual guard watches the site through its cameras,9,1656,8,BreadcrumbList FAQPage LocalBusiness Organization Service SoftwareApplication WebPage WebSite,False,False,False,74,True,106,214,0,True,100,100,100,
/virtual-patrolling,Virtual Patrolling System | AI Security Patrols | Camzify,57,152,1,Virtual patrolling system,10,1377,8,BreadcrumbList FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,False,75,False,104,214,0,True,100,80,100,lede-not-definition
/virtual-patrolling/automated-patrol-scheduling,Automated Security Patrol Scheduling | Camzify,46,153,1,Automated patrol scheduling,10,1573,9,BreadcrumbList FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,False,42,True,103,214,0,True,100,100,100,
/virtual-patrolling/for-multi-site-operations,Multi-Site Virtual Patrolling | One Console | Camzify,53,148,1,Multi-site virtual patrolling,8,767,5,BreadcrumbList FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,False,39,True,104,214,0,True,100,100,100,
/virtual-patrolling/guard-notifications,Automated Guard Notifications | Guard Alert System | Camzify,60,147,1,Guard notifications,8,982,7,BreadcrumbList FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,False,45,True,103,214,0,True,100,100,100,
